epoch,cost_train,cost_test,accu_train,accu_test
 4201.0000,    0.0627,    0.0458,    0.9767,    0.9846
 4202.0000,    0.0624,    0.0458,    0.9769,    0.9846
 4203.0000,    0.0620,    0.0458,    0.9770,    0.9846
 4204.0000,    0.0629,    0.0458,    0.9770,    0.9846
 4205.0000,    0.0626,    0.0457,    0.9774,    0.9847
 4206.0000,    0.0625,    0.0457,    0.9775,    0.9846
 4207.0000,    0.0626,    0.0457,    0.9771,    0.9846
 4208.0000,    0.0617,    0.0457,    0.9772,    0.9846
 4209.0000,    0.0637,    0.0457,    0.9775,    0.9846
 4210.0000,    0.0623,    0.0457,    0.9768,    0.9846
 4211.0000,    0.0641,    0.0457,    0.9771,    0.9846
 4212.0000,    0.0626,    0.0457,    0.9773,    0.9847
 4213.0000,    0.0628,    0.0456,    0.9772,    0.9847
 4214.0000,    0.0624,    0.0455,    0.9771,    0.9848
 4215.0000,    0.0620,    0.0455,    0.9767,    0.9847
 4216.0000,    0.0630,    0.0454,    0.9774,    0.9848
 4217.0000,    0.0617,    0.0454,    0.9773,    0.9848
 4218.0000,    0.0626,    0.0454,    0.9775,    0.9848
 4219.0000,    0.0621,    0.0455,    0.9776,    0.9847
 4220.0000,    0.0632,    0.0455,    0.9777,    0.9847
 4221.0000,    0.0618,    0.0455,    0.9773,    0.9846
 4222.0000,    0.0620,    0.0454,    0.9770,    0.9847
 4223.0000,    0.0623,    0.0454,    0.9772,    0.9848
 4224.0000,    0.0622,    0.0454,    0.9775,    0.9848
 4225.0000,    0.0618,    0.0453,    0.9769,    0.9849
 4226.0000,    0.0628,    0.0453,    0.9771,    0.9849
 4227.0000,    0.0630,    0.0452,    0.9774,    0.9850
 4228.0000,    0.0628,    0.0452,    0.9771,    0.9850
 4229.0000,    0.0623,    0.0452,    0.9772,    0.9849
 4230.0000,    0.0620,    0.0452,    0.9776,    0.9849
 4231.0000,    0.0626,    0.0452,    0.9777,    0.9848
 4232.0000,    0.0627,    0.0452,    0.9773,    0.9848
 4233.0000,    0.0626,    0.0452,    0.9775,    0.9848
 4234.0000,    0.0609,    0.0452,    0.9774,    0.9848
 4235.0000,    0.0617,    0.0451,    0.9774,    0.9848
 4236.0000,    0.0623,    0.0451,    0.9766,    0.9848
 4237.0000,    0.0620,    0.0451,    0.9776,    0.9848
 4238.0000,    0.0630,    0.0451,    0.9778,    0.9848
 4239.0000,    0.0615,    0.0451,    0.9773,    0.9848
 4240.0000,    0.0620,    0.0451,    0.9778,    0.9848
 4241.0000,    0.0615,    0.0451,    0.9775,    0.9847
 4242.0000,    0.0623,    0.0451,    0.9778,    0.9848
 4243.0000,    0.0619,    0.0450,    0.9772,    0.9848
 4244.0000,    0.0625,    0.0450,    0.9770,    0.9848
 4245.0000,    0.0617,    0.0450,    0.9769,    0.9849
 4246.0000,    0.0620,    0.0449,    0.9771,    0.9850
 4247.0000,    0.0618,    0.0449,    0.9775,    0.9850
 4248.0000,    0.0624,    0.0449,    0.9775,    0.9850
 4249.0000,    0.0616,    0.0449,    0.9776,    0.9849
 4250.0000,    0.0615,    0.0449,    0.9773,    0.9848
 4251.0000,    0.0618,    0.0449,    0.9774,    0.9848
 4252.0000,    0.0615,    0.0449,    0.9778,    0.9848
 4253.0000,    0.0613,    0.0449,    0.9773,    0.9849
 4254.0000,    0.0615,    0.0449,    0.9769,    0.9849
 4255.0000,    0.0610,    0.0448,    0.9777,    0.9850
 4256.0000,    0.0623,    0.0448,    0.9776,    0.9850
 4257.0000,    0.0620,    0.0448,    0.9777,    0.9850
 4258.0000,    0.0610,    0.0448,    0.9778,    0.9851
 4259.0000,    0.0606,    0.0448,    0.9774,    0.9851
 4260.0000,    0.0621,    0.0447,    0.9772,    0.9851
 4261.0000,    0.0615,    0.0447,    0.9774,    0.9851
 4262.0000,    0.0615,    0.0447,    0.9776,    0.9851
 4263.0000,    0.0620,    0.0446,    0.9780,    0.9852
 4264.0000,    0.0616,    0.0447,    0.9772,    0.9852
 4265.0000,    0.0615,    0.0447,    0.9774,    0.9851
 4266.0000,    0.0622,    0.0447,    0.9781,    0.9851
 4267.0000,    0.0619,    0.0447,    0.9774,    0.9850
 4268.0000,    0.0605,    0.0447,    0.9772,    0.9850
 4269.0000,    0.0609,    0.0446,    0.9776,    0.9850
 4270.0000,    0.0612,    0.0446,    0.9779,    0.9851
 4271.0000,    0.0610,    0.0446,    0.9778,    0.9851
 4272.0000,    0.0620,    0.0445,    0.9775,    0.9851
 4273.0000,    0.0615,    0.0445,    0.9779,    0.9851
 4274.0000,    0.0619,    0.0445,    0.9775,    0.9851
 4275.0000,    0.0614,    0.0445,    0.9777,    0.9851
 4276.0000,    0.0605,    0.0445,    0.9776,    0.9851
 4277.0000,    0.0621,    0.0445,    0.9780,    0.9851
 4278.0000,    0.0606,    0.0445,    0.9778,    0.9851
 4279.0000,    0.0616,    0.0445,    0.9774,    0.9851
 4280.0000,    0.0608,    0.0444,    0.9773,    0.9852
 4281.0000,    0.0611,    0.0444,    0.9776,    0.9852
 4282.0000,    0.0620,    0.0444,    0.9778,    0.9853
 4283.0000,    0.0616,    0.0443,    0.9781,    0.9852
 4284.0000,    0.0609,    0.0443,    0.9776,    0.9854
 4285.0000,    0.0606,    0.0443,    0.9774,    0.9854
 4286.0000,    0.0601,    0.0443,    0.9781,    0.9854
 4287.0000,    0.0611,    0.0443,    0.9776,    0.9853
 4288.0000,    0.0607,    0.0443,    0.9781,    0.9852
 4289.0000,    0.0600,    0.0443,    0.9786,    0.9852
 4290.0000,    0.0614,    0.0443,    0.9780,    0.9852
 4291.0000,    0.0615,    0.0443,    0.9780,    0.9853
 4292.0000,    0.0610,    0.0443,    0.9780,    0.9853
 4293.0000,    0.0608,    0.0442,    0.9776,    0.9852
 4294.0000,    0.0615,    0.0442,    0.9774,    0.9852
 4295.0000,    0.0622,    0.0442,    0.9783,    0.9852
 4296.0000,    0.0605,    0.0442,    0.9780,    0.9851
 4297.0000,    0.0615,    0.0442,    0.9775,    0.9852
 4298.0000,    0.0596,    0.0441,    0.9782,    0.9852
 4299.0000,    0.0616,    0.0441,    0.9778,    0.9853
 4300.0000,    0.0603,    0.0441,    0.9780,    0.9853
 4301.0000,    0.0611,    0.0440,    0.9780,    0.9853
 4302.0000,    0.0611,    0.0440,    0.9780,    0.9854
 4303.0000,    0.0607,    0.0440,    0.9775,    0.9854
 4304.0000,    0.0605,    0.0440,    0.9772,    0.9854
 4305.0000,    0.0609,    0.0440,    0.9780,    0.9853
 4306.0000,    0.0607,    0.0440,    0.9777,    0.9853
 4307.0000,    0.0610,    0.0440,    0.9774,    0.9853
 4308.0000,    0.0597,    0.0440,    0.9784,    0.9853
 4309.0000,    0.0603,    0.0440,    0.9776,    0.9853
 4310.0000,    0.0603,    0.0440,    0.9782,    0.9854
 4311.0000,    0.0603,    0.0440,    0.9783,    0.9854
 4312.0000,    0.0596,    0.0439,    0.9781,    0.9854
 4313.0000,    0.0613,    0.0439,    0.9782,    0.9854
 4314.0000,    0.0605,    0.0439,    0.9783,    0.9853
 4315.0000,    0.0600,    0.0438,    0.9774,    0.9854
 4316.0000,    0.0617,    0.0438,    0.9785,    0.9854
 4317.0000,    0.0601,    0.0438,    0.9786,    0.9854
 4318.0000,    0.0596,    0.0438,    0.9780,    0.9853
 4319.0000,    0.0616,    0.0438,    0.9781,    0.9852
 4320.0000,    0.0613,    0.0438,    0.9780,    0.9853
 4321.0000,    0.0606,    0.0438,    0.9782,    0.9853
 4322.0000,    0.0597,    0.0438,    0.9778,    0.9853
 4323.0000,    0.0602,    0.0438,    0.9783,    0.9854
 4324.0000,    0.0604,    0.0438,    0.9778,    0.9854
 4325.0000,    0.0607,    0.0438,    0.9784,    0.9853
 4326.0000,    0.0597,    0.0438,    0.9781,    0.9853
 4327.0000,    0.0603,    0.0438,    0.9782,    0.9852
 4328.0000,    0.0607,    0.0438,    0.9776,    0.9853
 4329.0000,    0.0602,    0.0438,    0.9785,    0.9854
 4330.0000,    0.0607,    0.0437,    0.9784,    0.9854
 4331.0000,    0.0594,    0.0437,    0.9776,    0.9854
 4332.0000,    0.0607,    0.0436,    0.9778,    0.9854
 4333.0000,    0.0596,    0.0436,    0.9783,    0.9853
 4334.0000,    0.0603,    0.0435,    0.9783,    0.9854
 4335.0000,    0.0599,    0.0435,    0.9783,    0.9854
 4336.0000,    0.0597,    0.0435,    0.9785,    0.9856
 4337.0000,    0.0598,    0.0435,    0.9776,    0.9856
 4338.0000,    0.0601,    0.0435,    0.9783,    0.9855
 4339.0000,    0.0605,    0.0435,    0.9786,    0.9855
 4340.0000,    0.0602,    0.0435,    0.9782,    0.9855
 4341.0000,    0.0602,    0.0435,    0.9785,    0.9855
 4342.0000,    0.0600,    0.0435,    0.9782,    0.9856
 4343.0000,    0.0599,    0.0435,    0.9782,    0.9854
 4344.0000,    0.0586,    0.0434,    0.9779,    0.9854
 4345.0000,    0.0592,    0.0434,    0.9786,    0.9855
 4346.0000,    0.0603,    0.0434,    0.9781,    0.9856
 4347.0000,    0.0600,    0.0434,    0.9787,    0.9856
 4348.0000,    0.0606,    0.0433,    0.9789,    0.9856
 4349.0000,    0.0602,    0.0433,    0.9782,    0.9856
 4350.0000,    0.0593,    0.0433,    0.9779,    0.9856
 4351.0000,    0.0594,    0.0433,    0.9787,    0.9855
 4352.0000,    0.0596,    0.0433,    0.9779,    0.9855
 4353.0000,    0.0599,    0.0433,    0.9785,    0.9855
 4354.0000,    0.0601,    0.0433,    0.9783,    0.9855
 4355.0000,    0.0601,    0.0433,    0.9777,    0.9855
 4356.0000,    0.0595,    0.0432,    0.9781,    0.9855
 4357.0000,    0.0594,    0.0432,    0.9789,    0.9855
 4358.0000,    0.0594,    0.0431,    0.9784,    0.9856
 4359.0000,    0.0598,    0.0431,    0.9781,    0.9856
 4360.0000,    0.0598,    0.0431,    0.9784,    0.9856
 4361.0000,    0.0592,    0.0431,    0.9783,    0.9856
 4362.0000,    0.0599,    0.0431,    0.9784,    0.9856
 4363.0000,    0.0594,    0.0431,    0.9782,    0.9854
 4364.0000,    0.0597,    0.0431,    0.9784,    0.9854
 4365.0000,    0.0592,    0.0431,    0.9783,    0.9854
 4366.0000,    0.0596,    0.0431,    0.9789,    0.9854
 4367.0000,    0.0597,    0.0431,    0.9789,    0.9855
 4368.0000,    0.0589,    0.0430,    0.9783,    0.9856
 4369.0000,    0.0594,    0.0430,    0.9780,    0.9857
 4370.0000,    0.0588,    0.0430,    0.9782,    0.9857
 4371.0000,    0.0582,    0.0430,    0.9782,    0.9856
 4372.0000,    0.0600,    0.0430,    0.9787,    0.9856
 4373.0000,    0.0589,    0.0430,    0.9786,    0.9855
 4374.0000,    0.0598,    0.0430,    0.9782,    0.9855
 4375.0000,    0.0597,    0.0430,    0.9788,    0.9855
 4376.0000,    0.0599,    0.0429,    0.9781,    0.9855
 4377.0000,    0.0592,    0.0429,    0.9784,    0.9856
 4378.0000,    0.0588,    0.0429,    0.9784,    0.9857
 4379.0000,    0.0594,    0.0429,    0.9784,    0.9856
 4380.0000,    0.0595,    0.0428,    0.9784,    0.9858
 4381.0000,    0.0581,    0.0428,    0.9788,    0.9857
 4382.0000,    0.0588,    0.0428,    0.9782,    0.9857
 4383.0000,    0.0591,    0.0428,    0.9784,    0.9858
 4384.0000,    0.0590,    0.0428,    0.9781,    0.9858
 4385.0000,    0.0593,    0.0428,    0.9781,    0.9856
 4386.0000,    0.0588,    0.0428,    0.9784,    0.9855
 4387.0000,    0.0587,    0.0428,    0.9784,    0.9855
 4388.0000,    0.0601,    0.0428,    0.9780,    0.9856
 4389.0000,    0.0580,    0.0428,    0.9788,    0.9856
 4390.0000,    0.0593,    0.0427,    0.9785,    0.9856
 4391.0000,    0.0594,    0.0427,    0.9787,    0.9857
 4392.0000,    0.0583,    0.0426,    0.9786,    0.9858
 4393.0000,    0.0590,    0.0426,    0.9786,    0.9858
 4394.0000,    0.0602,    0.0426,    0.9785,    0.9858
 4395.0000,    0.0594,    0.0425,    0.9787,    0.9857
 4396.0000,    0.0594,    0.0425,    0.9786,    0.9857
 4397.0000,    0.0588,    0.0425,    0.9788,    0.9858
 4398.0000,    0.0594,    0.0424,    0.9786,    0.9858
 4399.0000,    0.0582,    0.0425,    0.9784,    0.9859
 4400.0000,    0.0594,    0.0425,    0.9792,    0.9858
 4401.0000,    0.0586,    0.0425,    0.9789,    0.9858
 4402.0000,    0.0594,    0.0426,    0.9784,    0.9857
 4403.0000,    0.0585,    0.0426,    0.9790,    0.9856
 4404.0000,    0.0597,    0.0426,    0.9786,    0.9856
 4405.0000,    0.0583,    0.0426,    0.9784,    0.9855
 4406.0000,    0.0592,    0.0426,    0.9786,    0.9857
 4407.0000,    0.0586,    0.0425,    0.9788,    0.9858
 4408.0000,    0.0583,    0.0424,    0.9783,    0.9859
 4409.0000,    0.0590,    0.0423,    0.9791,    0.9859
 4410.0000,    0.0578,    0.0423,    0.9791,    0.9860
 4411.0000,    0.0584,    0.0422,    0.9790,    0.9859
 4412.0000,    0.0585,    0.0423,    0.9784,    0.9858
 4413.0000,    0.0595,    0.0423,    0.9787,    0.9858
 4414.0000,    0.0592,    0.0423,    0.9791,    0.9858
 4415.0000,    0.0575,    0.0423,    0.9793,    0.9858
 4416.0000,    0.0590,    0.0423,    0.9794,    0.9859
 4417.0000,    0.0576,    0.0423,    0.9787,    0.9858
 4418.0000,    0.0587,    0.0423,    0.9787,    0.9859
 4419.0000,    0.0584,    0.0423,    0.9789,    0.9858
 4420.0000,    0.0583,    0.0423,    0.9788,    0.9858
 4421.0000,    0.0588,    0.0423,    0.9784,    0.9857
 4422.0000,    0.0585,    0.0423,    0.9796,    0.9857
 4423.0000,    0.0581,    0.0422,    0.9792,    0.9858
 4424.0000,    0.0582,    0.0422,    0.9788,    0.9858
 4425.0000,    0.0579,    0.0422,    0.9792,    0.9859
 4426.0000,    0.0573,    0.0421,    0.9788,    0.9859
 4427.0000,    0.0583,    0.0421,    0.9786,    0.9858
 4428.0000,    0.0578,    0.0421,    0.9787,    0.9859
 4429.0000,    0.0582,    0.0421,    0.9785,    0.9859
 4430.0000,    0.0578,    0.0421,    0.9794,    0.9859
 4431.0000,    0.0584,    0.0421,    0.9789,    0.9859
 4432.0000,    0.0583,    0.0420,    0.9787,    0.9859
 4433.0000,    0.0582,    0.0420,    0.9789,    0.9859
 4434.0000,    0.0593,    0.0420,    0.9786,    0.9859
 4435.0000,    0.0589,    0.0420,    0.9791,    0.9859
 4436.0000,    0.0570,    0.0420,    0.9790,    0.9859
 4437.0000,    0.0580,    0.0420,    0.9794,    0.9859
 4438.0000,    0.0586,    0.0421,    0.9788,    0.9858
 4439.0000,    0.0577,    0.0421,    0.9786,    0.9857
 4440.0000,    0.0591,    0.0421,    0.9789,    0.9857
 4441.0000,    0.0589,    0.0420,    0.9785,    0.9858
 4442.0000,    0.0582,    0.0420,    0.9789,    0.9859
 4443.0000,    0.0575,    0.0419,    0.9786,    0.9859
 4444.0000,    0.0575,    0.0419,    0.9793,    0.9859
 4445.0000,    0.0583,    0.0418,    0.9791,    0.9860
 4446.0000,    0.0579,    0.0418,    0.9794,    0.9861
 4447.0000,    0.0582,    0.0417,    0.9788,    0.9861
 4448.0000,    0.0586,    0.0417,    0.9792,    0.9861
 4449.0000,    0.0580,    0.0417,    0.9788,    0.9861
 4450.0000,    0.0575,    0.0418,    0.9792,    0.9860
 4451.0000,    0.0579,    0.0418,    0.9791,    0.9859
 4452.0000,    0.0579,    0.0418,    0.9792,    0.9859
 4453.0000,    0.0579,    0.0418,    0.9790,    0.9859
 4454.0000,    0.0575,    0.0418,    0.9786,    0.9859
 4455.0000,    0.0575,    0.0419,    0.9793,    0.9859
 4456.0000,    0.0572,    0.0419,    0.9791,    0.9859
 4457.0000,    0.0569,    0.0418,    0.9800,    0.9859
 4458.0000,    0.0580,    0.0418,    0.9790,    0.9858
 4459.0000,    0.0578,    0.0417,    0.9794,    0.9859
 4460.0000,    0.0574,    0.0417,    0.9787,    0.9860
 4461.0000,    0.0579,    0.0416,    0.9786,    0.9861
 4462.0000,    0.0578,    0.0415,    0.9788,    0.9862
 4463.0000,    0.0585,    0.0415,    0.9794,    0.9862
 4464.0000,    0.0566,    0.0415,    0.9786,    0.9862
 4465.0000,    0.0573,    0.0415,    0.9796,    0.9862
 4466.0000,    0.0578,    0.0415,    0.9793,    0.9860
 4467.0000,    0.0576,    0.0415,    0.9789,    0.9860
 4468.0000,    0.0576,    0.0416,    0.9788,    0.9860
 4469.0000,    0.0572,    0.0416,    0.9796,    0.9860
 4470.0000,    0.0576,    0.0416,    0.9793,    0.9859
 4471.0000,    0.0579,    0.0416,    0.9791,    0.9859
 4472.0000,    0.0573,    0.0415,    0.9794,    0.9859
 4473.0000,    0.0574,    0.0415,    0.9798,    0.9859
 4474.0000,    0.0569,    0.0415,    0.9792,    0.9861
 4475.0000,    0.0564,    0.0415,    0.9790,    0.9861
 4476.0000,    0.0571,    0.0414,    0.9791,    0.9861
 4477.0000,    0.0575,    0.0414,    0.9791,    0.9861
 4478.0000,    0.0571,    0.0414,    0.9797,    0.9860
 4479.0000,    0.0575,    0.0414,    0.9793,    0.9861
 4480.0000,    0.0575,    0.0414,    0.9792,    0.9861
 4481.0000,    0.0570,    0.0414,    0.9795,    0.9861
 4482.0000,    0.0579,    0.0413,    0.9792,    0.9862
 4483.0000,    0.0574,    0.0413,    0.9791,    0.9862
 4484.0000,    0.0569,    0.0413,    0.9790,    0.9862
 4485.0000,    0.0561,    0.0413,    0.9796,    0.9862
 4486.0000,    0.0564,    0.0413,    0.9792,    0.9862
 4487.0000,    0.0579,    0.0413,    0.9792,    0.9861
 4488.0000,    0.0569,    0.0413,    0.9792,    0.9861
 4489.0000,    0.0569,    0.0413,    0.9793,    0.9860
 4490.0000,    0.0573,    0.0413,    0.9793,    0.9861
 4491.0000,    0.0566,    0.0413,    0.9792,    0.9861
 4492.0000,    0.0566,    0.0412,    0.9799,    0.9861
 4493.0000,    0.0573,    0.0412,    0.9790,    0.9861
 4494.0000,    0.0571,    0.0412,    0.9791,    0.9861
 4495.0000,    0.0574,    0.0412,    0.9797,    0.9861
 4496.0000,    0.0570,    0.0411,    0.9794,    0.9861
 4497.0000,    0.0571,    0.0411,    0.9791,    0.9862
 4498.0000,    0.0571,    0.0411,    0.9789,    0.9862
 4499.0000,    0.0567,    0.0411,    0.9798,    0.9861
 4500.0000,    0.0570,    0.0411,    0.9794,    0.9862
 4501.0000,    0.0574,    0.0411,    0.9799,    0.9862
 4502.0000,    0.0570,    0.0411,    0.9795,    0.9862
 4503.0000,    0.0571,    0.0411,    0.9794,    0.9863
 4504.0000,    0.0572,    0.0411,    0.9790,    0.9862
 4505.0000,    0.0565,    0.0411,    0.9799,    0.9862
 4506.0000,    0.0564,    0.0411,    0.9794,    0.9862
 4507.0000,    0.0569,    0.0411,    0.9795,    0.9862
 4508.0000,    0.0572,    0.0410,    0.9790,    0.9862
 4509.0000,    0.0568,    0.0410,    0.9794,    0.9862
 4510.0000,    0.0565,    0.0410,    0.9795,    0.9862
 4511.0000,    0.0559,    0.0410,    0.9797,    0.9862
 4512.0000,    0.0572,    0.0410,    0.9801,    0.9862
 4513.0000,    0.0563,    0.0410,    0.9795,    0.9862
 4514.0000,    0.0567,    0.0410,    0.9788,    0.9862
 4515.0000,    0.0563,    0.0409,    0.9789,    0.9862
 4516.0000,    0.0576,    0.0409,    0.9791,    0.9863
 4517.0000,    0.0569,    0.0410,    0.9794,    0.9863
 4518.0000,    0.0565,    0.0410,    0.9797,    0.9862
 4519.0000,    0.0571,    0.0410,    0.9797,    0.9862
 4520.0000,    0.0578,    0.0409,    0.9802,    0.9862
 4521.0000,    0.0579,    0.0409,    0.9796,    0.9862
 4522.0000,    0.0571,    0.0409,    0.9794,    0.9863
 4523.0000,    0.0560,    0.0408,    0.9797,    0.9863
 4524.0000,    0.0564,    0.0408,    0.9802,    0.9864
 4525.0000,    0.0556,    0.0407,    0.9798,    0.9864
 4526.0000,    0.0572,    0.0407,    0.9800,    0.9865
 4527.0000,    0.0558,    0.0407,    0.9796,    0.9865
 4528.0000,    0.0561,    0.0407,    0.9799,    0.9865
 4529.0000,    0.0573,    0.0407,    0.9802,    0.9864
 4530.0000,    0.0560,    0.0407,    0.9792,    0.9864
 4531.0000,    0.0566,    0.0407,    0.9794,    0.9864
 4532.0000,    0.0561,    0.0408,    0.9790,    0.9863
 4533.0000,    0.0567,    0.0408,    0.9798,    0.9862
 4534.0000,    0.0564,    0.0408,    0.9793,    0.9862
 4535.0000,    0.0565,    0.0408,    0.9799,    0.9862
 4536.0000,    0.0578,    0.0408,    0.9794,    0.9862
 4537.0000,    0.0563,    0.0407,    0.9797,    0.9862
 4538.0000,    0.0568,    0.0406,    0.9796,    0.9864
 4539.0000,    0.0554,    0.0406,    0.9798,    0.9864
 4540.0000,    0.0560,    0.0405,    0.9798,    0.9864
 4541.0000,    0.0556,    0.0405,    0.9794,    0.9865
 4542.0000,    0.0559,    0.0405,    0.9801,    0.9865
 4543.0000,    0.0570,    0.0405,    0.9802,    0.9865
 4544.0000,    0.0566,    0.0405,    0.9795,    0.9864
 4545.0000,    0.0574,    0.0405,    0.9794,    0.9864
 4546.0000,    0.0557,    0.0405,    0.9801,    0.9863
 4547.0000,    0.0561,    0.0405,    0.9794,    0.9863
 4548.0000,    0.0566,    0.0405,    0.9798,    0.9863
 4549.0000,    0.0554,    0.0405,    0.9794,    0.9863
 4550.0000,    0.0552,    0.0405,    0.9799,    0.9863
 4551.0000,    0.0561,    0.0404,    0.9798,    0.9864
 4552.0000,    0.0556,    0.0404,    0.9799,    0.9865
 4553.0000,    0.0554,    0.0404,    0.9798,    0.9865
 4554.0000,    0.0556,    0.0403,    0.9801,    0.9865
 4555.0000,    0.0556,    0.0403,    0.9793,    0.9866
 4556.0000,    0.0560,    0.0403,    0.9798,    0.9866
 4557.0000,    0.0557,    0.0403,    0.9803,    0.9865
 4558.0000,    0.0564,    0.0403,    0.9797,    0.9865
 4559.0000,    0.0559,    0.0403,    0.9796,    0.9865
 4560.0000,    0.0556,    0.0403,    0.9805,    0.9865
 4561.0000,    0.0556,    0.0403,    0.9795,    0.9865
 4562.0000,    0.0557,    0.0404,    0.9796,    0.9865
 4563.0000,    0.0561,    0.0404,    0.9802,    0.9865
 4564.0000,    0.0546,    0.0404,    0.9800,    0.9865
 4565.0000,    0.0558,    0.0403,    0.9798,    0.9865
 4566.0000,    0.0558,    0.0403,    0.9793,    0.9864
 4567.0000,    0.0551,    0.0402,    0.9796,    0.9865
 4568.0000,    0.0549,    0.0402,    0.9800,    0.9866
 4569.0000,    0.0554,    0.0401,    0.9795,    0.9866
 4570.0000,    0.0550,    0.0401,    0.9791,    0.9867
 4571.0000,    0.0551,    0.0401,    0.9802,    0.9868
 4572.0000,    0.0551,    0.0401,    0.9802,    0.9867
 4573.0000,    0.0556,    0.0401,    0.9800,    0.9867
 4574.0000,    0.0556,    0.0401,    0.9802,    0.9867
 4575.0000,    0.0563,    0.0401,    0.9792,    0.9866
 4576.0000,    0.0558,    0.0401,    0.9800,    0.9866
 4577.0000,    0.0552,    0.0401,    0.9801,    0.9866
 4578.0000,    0.0547,    0.0401,    0.9800,    0.9866
 4579.0000,    0.0559,    0.0401,    0.9802,    0.9865
 4580.0000,    0.0546,    0.0401,    0.9796,    0.9865
 4581.0000,    0.0556,    0.0401,    0.9798,    0.9865
 4582.0000,    0.0558,    0.0400,    0.9802,    0.9866
 4583.0000,    0.0551,    0.0400,    0.9798,    0.9866
 4584.0000,    0.0548,    0.0400,    0.9795,    0.9866
 4585.0000,    0.0560,    0.0400,    0.9802,    0.9867
 4586.0000,    0.0549,    0.0399,    0.9800,    0.9868
 4587.0000,    0.0546,    0.0399,    0.9796,    0.9868
 4588.0000,    0.0560,    0.0399,    0.9803,    0.9867
 4589.0000,    0.0544,    0.0399,    0.9799,    0.9867
 4590.0000,    0.0554,    0.0398,    0.9802,    0.9867
 4591.0000,    0.0553,    0.0398,    0.9804,    0.9868
 4592.0000,    0.0556,    0.0398,    0.9799,    0.9867
 4593.0000,    0.0542,    0.0398,    0.9800,    0.9867
 4594.0000,    0.0550,    0.0398,    0.9803,    0.9867
 4595.0000,    0.0551,    0.0398,    0.9803,    0.9867
 4596.0000,    0.0546,    0.0398,    0.9804,    0.9867
 4597.0000,    0.0549,    0.0398,    0.9809,    0.9868
 4598.0000,    0.0560,    0.0397,    0.9803,    0.9868
 4599.0000,    0.0552,    0.0397,    0.9799,    0.9868
 4600.0000,    0.0552,    0.0398,    0.9805,    0.9868
 4601.0000,    0.0545,    0.0398,    0.9805,    0.9867
 4602.0000,    0.0552,    0.0398,    0.9796,    0.9866
 4603.0000,    0.0554,    0.0397,    0.9803,    0.9867
 4604.0000,    0.0555,    0.0397,    0.9807,    0.9867
 4605.0000,    0.0546,    0.0396,    0.9800,    0.9868
 4606.0000,    0.0554,    0.0396,    0.9806,    0.9868
 4607.0000,    0.0548,    0.0396,    0.9801,    0.9868
 4608.0000,    0.0565,    0.0396,    0.9799,    0.9868
 4609.0000,    0.0547,    0.0396,    0.9800,    0.9868
 4610.0000,    0.0549,    0.0396,    0.9797,    0.9867
 4611.0000,    0.0541,    0.0396,    0.9801,    0.9868
 4612.0000,    0.0546,    0.0395,    0.9803,    0.9868
 4613.0000,    0.0551,    0.0395,    0.9806,    0.9867
 4614.0000,    0.0544,    0.0395,    0.9806,    0.9867
 4615.0000,    0.0548,    0.0395,    0.9804,    0.9867
 4616.0000,    0.0555,    0.0394,    0.9798,    0.9868
 4617.0000,    0.0549,    0.0394,    0.9809,    0.9869
 4618.0000,    0.0549,    0.0394,    0.9803,    0.9869
 4619.0000,    0.0555,    0.0394,    0.9802,    0.9868
 4620.0000,    0.0547,    0.0394,    0.9803,    0.9868
 4621.0000,    0.0542,    0.0394,    0.9802,    0.9868
 4622.0000,    0.0541,    0.0394,    0.9805,    0.9868
 4623.0000,    0.0539,    0.0394,    0.9798,    0.9868
 4624.0000,    0.0550,    0.0394,    0.9803,    0.9867
 4625.0000,    0.0541,    0.0394,    0.9797,    0.9867
 4626.0000,    0.0542,    0.0394,    0.9802,    0.9867
 4627.0000,    0.0542,    0.0394,    0.9804,    0.9868
 4628.0000,    0.0530,    0.0393,    0.9805,    0.9869
 4629.0000,    0.0544,    0.0393,    0.9804,    0.9869
 4630.0000,    0.0549,    0.0393,    0.9798,    0.9868
 4631.0000,    0.0545,    0.0392,    0.9803,    0.9869
 4632.0000,    0.0538,    0.0392,    0.9802,    0.9870
 4633.0000,    0.0544,    0.0392,    0.9806,    0.9869
 4634.0000,    0.0542,    0.0393,    0.9804,    0.9868
 4635.0000,    0.0536,    0.0393,    0.9802,    0.9868
 4636.0000,    0.0546,    0.0393,    0.9805,    0.9868
 4637.0000,    0.0534,    0.0393,    0.9805,    0.9868
 4638.0000,    0.0550,    0.0392,    0.9806,    0.9869
 4639.0000,    0.0545,    0.0392,    0.9799,    0.9869
 4640.0000,    0.0548,    0.0392,    0.9800,    0.9869
 4641.0000,    0.0556,    0.0392,    0.9808,    0.9869
 4642.0000,    0.0542,    0.0392,    0.9801,    0.9869
 4643.0000,    0.0534,    0.0392,    0.9803,    0.9869
 4644.0000,    0.0548,    0.0393,    0.9809,    0.9869
 4645.0000,    0.0545,    0.0393,    0.9807,    0.9868
 4646.0000,    0.0537,    0.0392,    0.9803,    0.9868
 4647.0000,    0.0534,    0.0392,    0.9798,    0.9869
 4648.0000,    0.0550,    0.0391,    0.9802,    0.9869
 4649.0000,    0.0537,    0.0391,    0.9798,    0.9871
 4650.0000,    0.0533,    0.0390,    0.9808,    0.9871
