epoch,cost_train,cost_test,accu_train,accu_test
 2663.0000,    0.1342,    0.1065,    0.9504,    0.9622
 2664.0000,    0.1344,    0.1064,    0.9506,    0.9623
 2665.0000,    0.1344,    0.1063,    0.9511,    0.9623
 2666.0000,    0.1348,    0.1062,    0.9508,    0.9624
 2667.0000,    0.1354,    0.1061,    0.9504,    0.9623
 2668.0000,    0.1343,    0.1061,    0.9513,    0.9624
 2669.0000,    0.1346,    0.1060,    0.9506,    0.9624
 2670.0000,    0.1342,    0.1059,    0.9504,    0.9626
 2671.0000,    0.1349,    0.1058,    0.9506,    0.9626
 2672.0000,    0.1339,    0.1057,    0.9510,    0.9626
 2673.0000,    0.1352,    0.1056,    0.9510,    0.9628
 2674.0000,    0.1332,    0.1055,    0.9509,    0.9628
 2675.0000,    0.1346,    0.1054,    0.9511,    0.9628
 2676.0000,    0.1336,    0.1053,    0.9508,    0.9628
 2677.0000,    0.1336,    0.1052,    0.9514,    0.9628
 2678.0000,    0.1322,    0.1052,    0.9515,    0.9629
 2679.0000,    0.1335,    0.1051,    0.9512,    0.9629
 2680.0000,    0.1334,    0.1050,    0.9508,    0.9629
 2681.0000,    0.1329,    0.1049,    0.9513,    0.9629
 2682.0000,    0.1328,    0.1048,    0.9509,    0.9630
 2683.0000,    0.1342,    0.1047,    0.9517,    0.9630
 2684.0000,    0.1319,    0.1046,    0.9517,    0.9630
 2685.0000,    0.1321,    0.1044,    0.9519,    0.9630
 2686.0000,    0.1322,    0.1043,    0.9521,    0.9631
 2687.0000,    0.1324,    0.1043,    0.9506,    0.9631
 2688.0000,    0.1321,    0.1042,    0.9517,    0.9631
 2689.0000,    0.1325,    0.1041,    0.9507,    0.9631
 2690.0000,    0.1305,    0.1040,    0.9516,    0.9631
 2691.0000,    0.1318,    0.1039,    0.9508,    0.9631
 2692.0000,    0.1309,    0.1039,    0.9529,    0.9631
 2693.0000,    0.1313,    0.1038,    0.9522,    0.9632
 2694.0000,    0.1321,    0.1036,    0.9526,    0.9632
 2695.0000,    0.1313,    0.1035,    0.9521,    0.9632
 2696.0000,    0.1310,    0.1034,    0.9520,    0.9632
 2697.0000,    0.1314,    0.1033,    0.9520,    0.9633
 2698.0000,    0.1315,    0.1032,    0.9521,    0.9633
 2699.0000,    0.1314,    0.1031,    0.9518,    0.9633
 2700.0000,    0.1312,    0.1030,    0.9524,    0.9633
 2701.0000,    0.1319,    0.1030,    0.9526,    0.9634
 2702.0000,    0.1324,    0.1029,    0.9523,    0.9636
 2703.0000,    0.1304,    0.1028,    0.9529,    0.9636
 2704.0000,    0.1311,    0.1027,    0.9525,    0.9636
 2705.0000,    0.1305,    0.1026,    0.9524,    0.9636
 2706.0000,    0.1302,    0.1025,    0.9521,    0.9636
 2707.0000,    0.1305,    0.1024,    0.9521,    0.9636
 2708.0000,    0.1302,    0.1023,    0.9525,    0.9636
 2709.0000,    0.1301,    0.1022,    0.9523,    0.9636
 2710.0000,    0.1302,    0.1021,    0.9524,    0.9637
 2711.0000,    0.1303,    0.1020,    0.9531,    0.9637
 2712.0000,    0.1298,    0.1020,    0.9520,    0.9637
 2713.0000,    0.1294,    0.1019,    0.9531,    0.9637
 2714.0000,    0.1303,    0.1018,    0.9529,    0.9637
 2715.0000,    0.1301,    0.1017,    0.9529,    0.9638
 2716.0000,    0.1305,    0.1016,    0.9529,    0.9638
 2717.0000,    0.1287,    0.1015,    0.9526,    0.9639
 2718.0000,    0.1292,    0.1014,    0.9532,    0.9639
 2719.0000,    0.1299,    0.1013,    0.9527,    0.9639
 2720.0000,    0.1294,    0.1011,    0.9533,    0.9640
 2721.0000,    0.1288,    0.1010,    0.9536,    0.9640
 2722.0000,    0.1288,    0.1010,    0.9535,    0.9640
 2723.0000,    0.1291,    0.1009,    0.9527,    0.9640
 2724.0000,    0.1295,    0.1008,    0.9523,    0.9640
 2725.0000,    0.1285,    0.1008,    0.9530,    0.9641
 2726.0000,    0.1283,    0.1007,    0.9536,    0.9641
 2727.0000,    0.1276,    0.1005,    0.9532,    0.9642
 2728.0000,    0.1285,    0.1004,    0.9530,    0.9643
 2729.0000,    0.1289,    0.1003,    0.9529,    0.9644
 2730.0000,    0.1287,    0.1002,    0.9529,    0.9644
 2731.0000,    0.1280,    0.1002,    0.9525,    0.9644
 2732.0000,    0.1290,    0.1001,    0.9528,    0.9644
 2733.0000,    0.1279,    0.1000,    0.9538,    0.9645
 2734.0000,    0.1277,    0.0999,    0.9532,    0.9645
 2735.0000,    0.1286,    0.0999,    0.9541,    0.9646
 2736.0000,    0.1277,    0.0998,    0.9542,    0.9645
 2737.0000,    0.1280,    0.0997,    0.9537,    0.9646
 2738.0000,    0.1274,    0.0996,    0.9527,    0.9646
 2739.0000,    0.1274,    0.0996,    0.9531,    0.9646
 2740.0000,    0.1279,    0.0995,    0.9533,    0.9646
 2741.0000,    0.1277,    0.0994,    0.9540,    0.9646
 2742.0000,    0.1276,    0.0993,    0.9539,    0.9646
 2743.0000,    0.1270,    0.0992,    0.9536,    0.9647
 2744.0000,    0.1273,    0.0992,    0.9535,    0.9646
 2745.0000,    0.1262,    0.0991,    0.9543,    0.9647
 2746.0000,    0.1268,    0.0989,    0.9538,    0.9647
 2747.0000,    0.1269,    0.0988,    0.9537,    0.9647
 2748.0000,    0.1270,    0.0987,    0.9539,    0.9648
 2749.0000,    0.1265,    0.0986,    0.9536,    0.9649
 2750.0000,    0.1259,    0.0985,    0.9536,    0.9649
 2751.0000,    0.1270,    0.0985,    0.9538,    0.9650
 2752.0000,    0.1259,    0.0984,    0.9543,    0.9650
 2753.0000,    0.1256,    0.0983,    0.9543,    0.9650
 2754.0000,    0.1253,    0.0982,    0.9538,    0.9650
 2755.0000,    0.1257,    0.0982,    0.9539,    0.9650
 2756.0000,    0.1251,    0.0981,    0.9537,    0.9650
 2757.0000,    0.1262,    0.0980,    0.9543,    0.9650
 2758.0000,    0.1266,    0.0979,    0.9539,    0.9651
 2759.0000,    0.1257,    0.0978,    0.9536,    0.9650
 2760.0000,    0.1252,    0.0978,    0.9547,    0.9650
 2761.0000,    0.1255,    0.0977,    0.9539,    0.9651
 2762.0000,    0.1246,    0.0976,    0.9534,    0.9652
 2763.0000,    0.1239,    0.0975,    0.9543,    0.9654
 2764.0000,    0.1253,    0.0974,    0.9547,    0.9654
 2765.0000,    0.1247,    0.0973,    0.9541,    0.9654
 2766.0000,    0.1239,    0.0972,    0.9544,    0.9655
 2767.0000,    0.1239,    0.0971,    0.9534,    0.9655
 2768.0000,    0.1241,    0.0971,    0.9543,    0.9656
 2769.0000,    0.1258,    0.0970,    0.9542,    0.9656
 2770.0000,    0.1246,    0.0969,    0.9545,    0.9656
 2771.0000,    0.1238,    0.0969,    0.9546,    0.9656
 2772.0000,    0.1244,    0.0968,    0.9542,    0.9656
 2773.0000,    0.1242,    0.0967,    0.9547,    0.9656
 2774.0000,    0.1243,    0.0966,    0.9543,    0.9656
 2775.0000,    0.1244,    0.0965,    0.9551,    0.9657
 2776.0000,    0.1249,    0.0964,    0.9544,    0.9658
 2777.0000,    0.1239,    0.0963,    0.9542,    0.9658
 2778.0000,    0.1239,    0.0962,    0.9545,    0.9658
 2779.0000,    0.1222,    0.0962,    0.9550,    0.9658
 2780.0000,    0.1222,    0.0961,    0.9552,    0.9659
 2781.0000,    0.1230,    0.0960,    0.9549,    0.9659
 2782.0000,    0.1229,    0.0959,    0.9548,    0.9659
 2783.0000,    0.1232,    0.0958,    0.9551,    0.9659
 2784.0000,    0.1231,    0.0958,    0.9548,    0.9660
 2785.0000,    0.1222,    0.0957,    0.9546,    0.9659
 2786.0000,    0.1234,    0.0956,    0.9554,    0.9660
 2787.0000,    0.1225,    0.0955,    0.9554,    0.9662
 2788.0000,    0.1226,    0.0954,    0.9551,    0.9663
 2789.0000,    0.1229,    0.0953,    0.9554,    0.9663
 2790.0000,    0.1231,    0.0953,    0.9549,    0.9664
 2791.0000,    0.1232,    0.0952,    0.9550,    0.9664
 2792.0000,    0.1234,    0.0952,    0.9555,    0.9664
 2793.0000,    0.1225,    0.0951,    0.9557,    0.9664
 2794.0000,    0.1220,    0.0950,    0.9558,    0.9664
 2795.0000,    0.1224,    0.0950,    0.9557,    0.9665
 2796.0000,    0.1221,    0.0949,    0.9555,    0.9665
 2797.0000,    0.1215,    0.0948,    0.9562,    0.9665
 2798.0000,    0.1220,    0.0947,    0.9558,    0.9666
 2799.0000,    0.1225,    0.0946,    0.9564,    0.9666
 2800.0000,    0.1214,    0.0945,    0.9552,    0.9667
 2801.0000,    0.1212,    0.0945,    0.9552,    0.9667
 2802.0000,    0.1220,    0.0944,    0.9549,    0.9667
 2803.0000,    0.1230,    0.0943,    0.9561,    0.9667
 2804.0000,    0.1218,    0.0942,    0.9559,    0.9667
 2805.0000,    0.1208,    0.0941,    0.9559,    0.9669
 2806.0000,    0.1223,    0.0940,    0.9550,    0.9669
 2807.0000,    0.1214,    0.0940,    0.9552,    0.9670
 2808.0000,    0.1211,    0.0939,    0.9558,    0.9670
 2809.0000,    0.1206,    0.0938,    0.9553,    0.9670
 2810.0000,    0.1220,    0.0938,    0.9556,    0.9671
 2811.0000,    0.1210,    0.0937,    0.9561,    0.9671
 2812.0000,    0.1210,    0.0937,    0.9561,    0.9672
 2813.0000,    0.1215,    0.0936,    0.9548,    0.9672
 2814.0000,    0.1213,    0.0935,    0.9569,    0.9673
 2815.0000,    0.1214,    0.0934,    0.9556,    0.9673
 2816.0000,    0.1193,    0.0933,    0.9557,    0.9673
 2817.0000,    0.1208,    0.0933,    0.9558,    0.9674
 2818.0000,    0.1194,    0.0932,    0.9557,    0.9674
 2819.0000,    0.1204,    0.0931,    0.9562,    0.9674
 2820.0000,    0.1214,    0.0930,    0.9565,    0.9674
 2821.0000,    0.1195,    0.0929,    0.9562,    0.9674
 2822.0000,    0.1194,    0.0929,    0.9561,    0.9675
 2823.0000,    0.1198,    0.0929,    0.9562,    0.9675
 2824.0000,    0.1188,    0.0928,    0.9561,    0.9676
 2825.0000,    0.1198,    0.0927,    0.9560,    0.9676
 2826.0000,    0.1197,    0.0926,    0.9573,    0.9677
 2827.0000,    0.1187,    0.0925,    0.9562,    0.9678
 2828.0000,    0.1200,    0.0925,    0.9565,    0.9678
 2829.0000,    0.1195,    0.0924,    0.9571,    0.9678
 2830.0000,    0.1195,    0.0923,    0.9564,    0.9678
 2831.0000,    0.1193,    0.0922,    0.9565,    0.9678
 2832.0000,    0.1191,    0.0922,    0.9566,    0.9678
 2833.0000,    0.1202,    0.0921,    0.9565,    0.9678
 2834.0000,    0.1190,    0.0921,    0.9572,    0.9678
 2835.0000,    0.1190,    0.0920,    0.9567,    0.9679
 2836.0000,    0.1204,    0.0919,    0.9562,    0.9680
 2837.0000,    0.1197,    0.0918,    0.9565,    0.9680
 2838.0000,    0.1198,    0.0917,    0.9567,    0.9681
 2839.0000,    0.1184,    0.0916,    0.9564,    0.9681
 2840.0000,    0.1182,    0.0916,    0.9572,    0.9681
 2841.0000,    0.1191,    0.0915,    0.9565,    0.9682
 2842.0000,    0.1181,    0.0914,    0.9567,    0.9682
 2843.0000,    0.1181,    0.0914,    0.9572,    0.9682
 2844.0000,    0.1173,    0.0913,    0.9568,    0.9681
 2845.0000,    0.1189,    0.0912,    0.9572,    0.9681
 2846.0000,    0.1186,    0.0912,    0.9576,    0.9681
 2847.0000,    0.1182,    0.0911,    0.9575,    0.9682
 2848.0000,    0.1179,    0.0910,    0.9571,    0.9683
 2849.0000,    0.1188,    0.0909,    0.9575,    0.9684
 2850.0000,    0.1177,    0.0908,    0.9562,    0.9684
 2851.0000,    0.1176,    0.0908,    0.9574,    0.9684
 2852.0000,    0.1171,    0.0907,    0.9577,    0.9684
 2853.0000,    0.1174,    0.0906,    0.9574,    0.9684
 2854.0000,    0.1169,    0.0906,    0.9562,    0.9683
 2855.0000,    0.1167,    0.0905,    0.9573,    0.9683
 2856.0000,    0.1173,    0.0905,    0.9573,    0.9683
 2857.0000,    0.1188,    0.0904,    0.9574,    0.9683
 2858.0000,    0.1164,    0.0904,    0.9569,    0.9684
 2859.0000,    0.1171,    0.0903,    0.9573,    0.9683
 2860.0000,    0.1169,    0.0902,    0.9566,    0.9683
 2861.0000,    0.1161,    0.0901,    0.9575,    0.9684
 2862.0000,    0.1151,    0.0900,    0.9586,    0.9684
 2863.0000,    0.1170,    0.0900,    0.9573,    0.9684
 2864.0000,    0.1168,    0.0899,    0.9577,    0.9685
 2865.0000,    0.1157,    0.0898,    0.9574,    0.9686
 2866.0000,    0.1163,    0.0897,    0.9575,    0.9686
 2867.0000,    0.1169,    0.0896,    0.9571,    0.9687
 2868.0000,    0.1163,    0.0895,    0.9584,    0.9688
 2869.0000,    0.1154,    0.0895,    0.9578,    0.9688
 2870.0000,    0.1166,    0.0894,    0.9574,    0.9688
 2871.0000,    0.1157,    0.0894,    0.9586,    0.9688
 2872.0000,    0.1159,    0.0893,    0.9574,    0.9688
 2873.0000,    0.1152,    0.0893,    0.9578,    0.9688
 2874.0000,    0.1164,    0.0892,    0.9581,    0.9688
 2875.0000,    0.1165,    0.0892,    0.9575,    0.9687
 2876.0000,    0.1157,    0.0891,    0.9585,    0.9687
 2877.0000,    0.1162,    0.0890,    0.9582,    0.9689
 2878.0000,    0.1161,    0.0889,    0.9577,    0.9689
 2879.0000,    0.1167,    0.0888,    0.9573,    0.9690
 2880.0000,    0.1150,    0.0887,    0.9586,    0.9690
 2881.0000,    0.1158,    0.0886,    0.9581,    0.9691
 2882.0000,    0.1155,    0.0886,    0.9587,    0.9690
 2883.0000,    0.1141,    0.0885,    0.9576,    0.9690
 2884.0000,    0.1149,    0.0884,    0.9577,    0.9689
 2885.0000,    0.1146,    0.0884,    0.9581,    0.9690
 2886.0000,    0.1147,    0.0884,    0.9582,    0.9688
 2887.0000,    0.1156,    0.0883,    0.9582,    0.9689
 2888.0000,    0.1151,    0.0882,    0.9581,    0.9690
 2889.0000,    0.1160,    0.0881,    0.9588,    0.9690
 2890.0000,    0.1146,    0.0880,    0.9582,    0.9691
 2891.0000,    0.1153,    0.0879,    0.9587,    0.9693
 2892.0000,    0.1153,    0.0878,    0.9590,    0.9693
 2893.0000,    0.1154,    0.0877,    0.9578,    0.9693
 2894.0000,    0.1151,    0.0877,    0.9586,    0.9693
 2895.0000,    0.1139,    0.0876,    0.9595,    0.9694
 2896.0000,    0.1146,    0.0876,    0.9593,    0.9693
 2897.0000,    0.1143,    0.0877,    0.9583,    0.9691
 2898.0000,    0.1137,    0.0877,    0.9586,    0.9689
 2899.0000,    0.1132,    0.0876,    0.9588,    0.9689
 2900.0000,    0.1142,    0.0875,    0.9582,    0.9690
 2901.0000,    0.1134,    0.0874,    0.9589,    0.9691
 2902.0000,    0.1135,    0.0873,    0.9589,    0.9692
 2903.0000,    0.1146,    0.0872,    0.9589,    0.9693
 2904.0000,    0.1149,    0.0871,    0.9585,    0.9694
 2905.0000,    0.1136,    0.0870,    0.9593,    0.9695
 2906.0000,    0.1131,    0.0869,    0.9578,    0.9696
 2907.0000,    0.1136,    0.0868,    0.9588,    0.9696
 2908.0000,    0.1137,    0.0868,    0.9591,    0.9696
 2909.0000,    0.1134,    0.0868,    0.9584,    0.9694
 2910.0000,    0.1138,    0.0867,    0.9592,    0.9694
 2911.0000,    0.1126,    0.0867,    0.9591,    0.9693
 2912.0000,    0.1145,    0.0867,    0.9584,    0.9693
 2913.0000,    0.1135,    0.0867,    0.9584,    0.9692
 2914.0000,    0.1135,    0.0866,    0.9588,    0.9694
 2915.0000,    0.1121,    0.0865,    0.9586,    0.9696
 2916.0000,    0.1120,    0.0864,    0.9584,    0.9698
 2917.0000,    0.1136,    0.0863,    0.9587,    0.9699
 2918.0000,    0.1129,    0.0863,    0.9595,    0.9699
 2919.0000,    0.1115,    0.0862,    0.9593,    0.9699
 2920.0000,    0.1130,    0.0862,    0.9592,    0.9699
 2921.0000,    0.1117,    0.0862,    0.9589,    0.9697
 2922.0000,    0.1126,    0.0862,    0.9593,    0.9697
 2923.0000,    0.1116,    0.0861,    0.9594,    0.9698
 2924.0000,    0.1124,    0.0859,    0.9593,    0.9698
 2925.0000,    0.1119,    0.0858,    0.9593,    0.9699
 2926.0000,    0.1114,    0.0857,    0.9591,    0.9700
 2927.0000,    0.1127,    0.0856,    0.9589,    0.9700
 2928.0000,    0.1126,    0.0855,    0.9597,    0.9701
 2929.0000,    0.1116,    0.0855,    0.9594,    0.9700
 2930.0000,    0.1109,    0.0854,    0.9592,    0.9700
 2931.0000,    0.1115,    0.0854,    0.9602,    0.9700
 2932.0000,    0.1122,    0.0854,    0.9593,    0.9700
 2933.0000,    0.1117,    0.0854,    0.9594,    0.9700
 2934.0000,    0.1111,    0.0854,    0.9590,    0.9700
 2935.0000,    0.1110,    0.0854,    0.9594,    0.9701
 2936.0000,    0.1115,    0.0853,    0.9591,    0.9701
 2937.0000,    0.1117,    0.0852,    0.9591,    0.9702
 2938.0000,    0.1098,    0.0851,    0.9597,    0.9703
 2939.0000,    0.1105,    0.0850,    0.9597,    0.9703
 2940.0000,    0.1116,    0.0850,    0.9597,    0.9704
 2941.0000,    0.1113,    0.0849,    0.9596,    0.9704
 2942.0000,    0.1113,    0.0849,    0.9594,    0.9703
 2943.0000,    0.1110,    0.0848,    0.9593,    0.9703
 2944.0000,    0.1110,    0.0847,    0.9601,    0.9702
 2945.0000,    0.1110,    0.0846,    0.9600,    0.9703
 2946.0000,    0.1099,    0.0846,    0.9597,    0.9703
 2947.0000,    0.1104,    0.0845,    0.9596,    0.9705
 2948.0000,    0.1099,    0.0844,    0.9601,    0.9706
 2949.0000,    0.1123,    0.0843,    0.9591,    0.9706
 2950.0000,    0.1097,    0.0843,    0.9593,    0.9707
 2951.0000,    0.1121,    0.0842,    0.9594,    0.9708
 2952.0000,    0.1104,    0.0842,    0.9606,    0.9707
 2953.0000,    0.1105,    0.0842,    0.9601,    0.9707
 2954.0000,    0.1103,    0.0842,    0.9600,    0.9707
 2955.0000,    0.1106,    0.0841,    0.9592,    0.9707
 2956.0000,    0.1103,    0.0840,    0.9600,    0.9707
 2957.0000,    0.1084,    0.0840,    0.9603,    0.9707
 2958.0000,    0.1092,    0.0839,    0.9596,    0.9707
 2959.0000,    0.1095,    0.0838,    0.9608,    0.9708
 2960.0000,    0.1092,    0.0838,    0.9606,    0.9709
 2961.0000,    0.1087,    0.0837,    0.9598,    0.9708
 2962.0000,    0.1089,    0.0837,    0.9606,    0.9708
 2963.0000,    0.1102,    0.0837,    0.9599,    0.9709
 2964.0000,    0.1089,    0.0836,    0.9598,    0.9710
 2965.0000,    0.1096,    0.0836,    0.9598,    0.9710
 2966.0000,    0.1098,    0.0835,    0.9609,    0.9710
 2967.0000,    0.1093,    0.0834,    0.9602,    0.9712
 2968.0000,    0.1082,    0.0833,    0.9603,    0.9712
 2969.0000,    0.1096,    0.0833,    0.9602,    0.9713
 2970.0000,    0.1094,    0.0833,    0.9609,    0.9713
 2971.0000,    0.1089,    0.0832,    0.9599,    0.9712
 2972.0000,    0.1100,    0.0832,    0.9603,    0.9711
 2973.0000,    0.1073,    0.0831,    0.9599,    0.9712
 2974.0000,    0.1094,    0.0830,    0.9610,    0.9713
 2975.0000,    0.1083,    0.0829,    0.9600,    0.9714
 2976.0000,    0.1082,    0.0828,    0.9598,    0.9716
 2977.0000,    0.1084,    0.0827,    0.9603,    0.9716
 2978.0000,    0.1085,    0.0827,    0.9613,    0.9716
 2979.0000,    0.1085,    0.0826,    0.9606,    0.9716
 2980.0000,    0.1092,    0.0825,    0.9603,    0.9716
 2981.0000,    0.1090,    0.0825,    0.9606,    0.9716
 2982.0000,    0.1082,    0.0825,    0.9596,    0.9716
 2983.0000,    0.1070,    0.0825,    0.9612,    0.9716
 2984.0000,    0.1076,    0.0825,    0.9606,    0.9714
 2985.0000,    0.1079,    0.0825,    0.9612,    0.9715
 2986.0000,    0.1085,    0.0824,    0.9608,    0.9714
 2987.0000,    0.1087,    0.0823,    0.9602,    0.9716
 2988.0000,    0.1077,    0.0823,    0.9607,    0.9716
 2989.0000,    0.1069,    0.0822,    0.9615,    0.9717
 2990.0000,    0.1079,    0.0821,    0.9608,    0.9718
 2991.0000,    0.1086,    0.0820,    0.9608,    0.9719
 2992.0000,    0.1078,    0.0820,    0.9606,    0.9719
 2993.0000,    0.1060,    0.0819,    0.9602,    0.9719
 2994.0000,    0.1081,    0.0819,    0.9601,    0.9719
 2995.0000,    0.1068,    0.0818,    0.9605,    0.9720
 2996.0000,    0.1073,    0.0817,    0.9611,    0.9720
 2997.0000,    0.1070,    0.0817,    0.9607,    0.9720
 2998.0000,    0.1056,    0.0816,    0.9607,    0.9721
 2999.0000,    0.1074,    0.0816,    0.9615,    0.9721
 3000.0000,    0.1061,    0.0816,    0.9613,    0.9721
 3001.0000,    0.1069,    0.0815,    0.9616,    0.9721
 3002.0000,    0.1074,    0.0815,    0.9608,    0.9721
 3003.0000,    0.1072,    0.0814,    0.9610,    0.9721
 3004.0000,    0.1069,    0.0813,    0.9605,    0.9721
 3005.0000,    0.1061,    0.0813,    0.9613,    0.9721
 3006.0000,    0.1066,    0.0812,    0.9612,    0.9722
 3007.0000,    0.1049,    0.0811,    0.9616,    0.9722
 3008.0000,    0.1073,    0.0811,    0.9613,    0.9722
 3009.0000,    0.1061,    0.0810,    0.9613,    0.9722
 3010.0000,    0.1065,    0.0809,    0.9609,    0.9722
 3011.0000,    0.1069,    0.0809,    0.9614,    0.9722
 3012.0000,    0.1058,    0.0808,    0.9605,    0.9722
 3013.0000,    0.1065,    0.0807,    0.9609,    0.9722
 3014.0000,    0.1074,    0.0807,    0.9613,    0.9723
 3015.0000,    0.1065,    0.0806,    0.9615,    0.9723
 3016.0000,    0.1066,    0.0806,    0.9613,    0.9722
 3017.0000,    0.1064,    0.0806,    0.9617,    0.9723
 3018.0000,    0.1053,    0.0805,    0.9613,    0.9722
 3019.0000,    0.1042,    0.0805,    0.9614,    0.9723
 3020.0000,    0.1062,    0.0805,    0.9622,    0.9723
 3021.0000,    0.1059,    0.0804,    0.9616,    0.9724
 3022.0000,    0.1054,    0.0804,    0.9622,    0.9724
 3023.0000,    0.1055,    0.0803,    0.9616,    0.9724
 3024.0000,    0.1055,    0.0803,    0.9622,    0.9725
 3025.0000,    0.1068,    0.0802,    0.9625,    0.9725
 3026.0000,    0.1043,    0.0802,    0.9615,    0.9725
 3027.0000,    0.1056,    0.0801,    0.9612,    0.9725
 3028.0000,    0.1055,    0.0800,    0.9621,    0.9725
 3029.0000,    0.1046,    0.0800,    0.9615,    0.9725
 3030.0000,    0.1045,    0.0799,    0.9621,    0.9726
 3031.0000,    0.1043,    0.0799,    0.9619,    0.9726
 3032.0000,    0.1048,    0.0798,    0.9615,    0.9726
 3033.0000,    0.1050,    0.0797,    0.9620,    0.9726
 3034.0000,    0.1052,    0.0797,    0.9612,    0.9726
 3035.0000,    0.1060,    0.0796,    0.9620,    0.9727
 3036.0000,    0.1049,    0.0795,    0.9620,    0.9727
 3037.0000,    0.1049,    0.0795,    0.9615,    0.9726
 3038.0000,    0.1046,    0.0794,    0.9625,    0.9727
 3039.0000,    0.1049,    0.0793,    0.9617,    0.9727
 3040.0000,    0.1057,    0.0793,    0.9620,    0.9727
 3041.0000,    0.1042,    0.0793,    0.9623,    0.9728
 3042.0000,    0.1039,    0.0793,    0.9623,    0.9728
 3043.0000,    0.1049,    0.0793,    0.9620,    0.9727
 3044.0000,    0.1038,    0.0793,    0.9613,    0.9727
 3045.0000,    0.1039,    0.0792,    0.9626,    0.9728
 3046.0000,    0.1044,    0.0792,    0.9619,    0.9728
 3047.0000,    0.1043,    0.0792,    0.9617,    0.9728
 3048.0000,    0.1039,    0.0791,    0.9622,    0.9728
 3049.0000,    0.1048,    0.0790,    0.9620,    0.9729
 3050.0000,    0.1048,    0.0789,    0.9618,    0.9729
 3051.0000,    0.1049,    0.0788,    0.9617,    0.9729
 3052.0000,    0.1042,    0.0787,    0.9622,    0.9729
 3053.0000,    0.1046,    0.0787,    0.9615,    0.9729
 3054.0000,    0.1043,    0.0786,    0.9626,    0.9729
 3055.0000,    0.1041,    0.0786,    0.9625,    0.9729
 3056.0000,    0.1039,    0.0786,    0.9621,    0.9730
 3057.0000,    0.1042,    0.0785,    0.9624,    0.9730
 3058.0000,    0.1029,    0.0785,    0.9620,    0.9730
 3059.0000,    0.1029,    0.0784,    0.9626,    0.9732
 3060.0000,    0.1017,    0.0783,    0.9625,    0.9732
 3061.0000,    0.1036,    0.0783,    0.9627,    0.9732
 3062.0000,    0.1031,    0.0782,    0.9627,    0.9733
 3063.0000,    0.1034,    0.0782,    0.9624,    0.9733
 3064.0000,    0.1027,    0.0781,    0.9622,    0.9733
 3065.0000,    0.1038,    0.0781,    0.9617,    0.9733
 3066.0000,    0.1033,    0.0781,    0.9629,    0.9732
 3067.0000,    0.1046,    0.0781,    0.9631,    0.9732
 3068.0000,    0.1028,    0.0781,    0.9623,    0.9732
 3069.0000,    0.1015,    0.0780,    0.9629,    0.9732
 3070.0000,    0.1024,    0.0779,    0.9618,    0.9734
 3071.0000,    0.1030,    0.0778,    0.9631,    0.9735
 3072.0000,    0.1023,    0.0777,    0.9628,    0.9735
 3073.0000,    0.1018,    0.0777,    0.9630,    0.9736
 3074.0000,    0.1030,    0.0776,    0.9624,    0.9737
 3075.0000,    0.1015,    0.0776,    0.9624,    0.9737
 3076.0000,    0.1029,    0.0775,    0.9627,    0.9737
 3077.0000,    0.1011,    0.0775,    0.9625,    0.9736
 3078.0000,    0.1028,    0.0775,    0.9628,    0.9736
 3079.0000,    0.1027,    0.0774,    0.9626,    0.9737
 3080.0000,    0.1025,    0.0774,    0.9628,    0.9737
 3081.0000,    0.1028,    0.0773,    0.9624,    0.9737
 3082.0000,    0.1011,    0.0773,    0.9626,    0.9737
 3083.0000,    0.1030,    0.0772,    0.9628,    0.9737
 3084.0000,    0.1005,    0.0772,    0.9633,    0.9738
 3085.0000,    0.1013,    0.0771,    0.9627,    0.9739
 3086.0000,    0.1016,    0.0770,    0.9627,    0.9738
 3087.0000,    0.1020,    0.0770,    0.9633,    0.9738
 3088.0000,    0.1015,    0.0769,    0.9632,    0.9738
 3089.0000,    0.1019,    0.0769,    0.9629,    0.9740
 3090.0000,    0.1017,    0.0769,    0.9631,    0.9739
 3091.0000,    0.1025,    0.0768,    0.9628,    0.9740
 3092.0000,    0.1009,    0.0768,    0.9633,    0.9740
 3093.0000,    0.1022,    0.0768,    0.9637,    0.9739
 3094.0000,    0.1012,    0.0768,    0.9634,    0.9740
 3095.0000,    0.1012,    0.0767,    0.9628,    0.9740
 3096.0000,    0.1004,    0.0767,    0.9630,    0.9739
 3097.0000,    0.1011,    0.0766,    0.9634,    0.9739
 3098.0000,    0.1006,    0.0765,    0.9633,    0.9741
 3099.0000,    0.1009,    0.0764,    0.9631,    0.9741
 3100.0000,    0.1009,    0.0764,    0.9628,    0.9741
 3101.0000,    0.1013,    0.0763,    0.9631,    0.9742
 3102.0000,    0.1002,    0.0763,    0.9627,    0.9742
 3103.0000,    0.1005,    0.0762,    0.9636,    0.9742
 3104.0000,    0.1003,    0.0762,    0.9637,    0.9742
 3105.0000,    0.1004,    0.0762,    0.9631,    0.9743
 3106.0000,    0.1011,    0.0762,    0.9632,    0.9743
 3107.0000,    0.1003,    0.0762,    0.9636,    0.9742
 3108.0000,    0.1004,    0.0761,    0.9631,    0.9743
 3109.0000,    0.1005,    0.0761,    0.9636,    0.9742
 3110.0000,    0.1005,    0.0761,    0.9629,    0.9742
 3111.0000,    0.0989,    0.0760,    0.9634,    0.9744
 3112.0000,    0.0994,    0.0759,    0.9636,    0.9744
